0.020478, 0.128310, 0.320145, 0.320145

0.040539, 0.251966, -1.298679, -0.489267

0.060622, 0.371753, 1.156308, -0.071185

0.080351, 0.483686, 0.696955, 0.926632

0.100247, 0.589039, 0.054761, 0.375858

0.120677, 0.687643, -0.301536, -0.123388

0.141474, 0.776384, -0.862472, -0.582004

0.160536, 0.846129, 0.561278, -0.150597

0.180840, 0.907061, 1.160902, 0.861090

0.200177, 0.951400, 1.240106, 1.200504

0.220631, 0.983023, 1.640961, 1.440533

0.240441, 0.998197, 1.179677, 1.410319

0.260073, 0.997998, 2.476425, 1.828051

0.280209, 0.982041, 2.116992, 2.296708

0.300898, 0.949297, -0.385680, 0.865656

0.323649, 0.894827, 2.168641, 0.891481

0.340394, 0.843000, 1.744047, 1.956344

0.360748, 0.767508, -2.272281, -0.264117

0.380673, 0.681458, -0.633384, -1.452833

0.401215, 0.581590, 1.641597, 0.504106

0.420639, 0.478232, 0.180298, 0.910947

0.441207, 0.361063, -0.165165, 0.007567

0.460591, 0.245090, -0.046151, -0.105658

0.480626, 0.121431, 0.983730, 0.468789

0.500524, -0.003293, 2.195401, 1.589565

0.521467, -0.134475, 0.525315, 1.360358

0.540486, -0.251647, -0.556639, -0.015662

0.561184, -0.375033, -0.948628, -0.752634

0.580578, -0.484935, -0.699287, -0.823958

0.600124, -0.588418, 0.477478, -0.110905

0.621298, -0.690468, -2.390053, -0.956288

0.640153, -0.771125, -3.720988, -3.055520

0.661122, -0.848085, 0.297766, -1.711611

0.680253, -0.905503, -0.185853, 0.055956

0.700391, -0.951813, -2.255873, -1.220863

0.720575, -0.982958, 0.252038, -1.001917

0.741108, -0.998440, 0.380170, 0.316104

0.760349, -0.997887, -0.821638, -0.220734

0.780510, -0.981682, -0.307343, -0.564490

0.801357, -0.948387, -0.700807, -0.504075

0.820587, -0.903251, -0.631364, -0.666085

0.841267, -0.840036, -1.268334, -0.949849

0.860092, -0.770146, -2.443437, -1.855885

0.880688, -0.681390, -1.598517, -2.020977

0.901250, -0.581415, -1.110769, -1.354643

0.920065, -0.481396, -0.237146, -0.673957

0.940728, -0.363867, 0.327169, 0.045011

0.961122, -0.241854, -1.911730, -0.792281

0.980413, -0.122757, 0.283741, -0.813994

1.000220, 0.001381, 3.800808, 2.042275

1.020104, 0.125981, 0.407244, 2.104026

1.040422, 0.251255, -1.309028, -0.450892

1.061272, 0.375545, 1.197905, -0.055562

1.080249, 0.483126, 0.703967, 0.950936

1.100670, 0.591185, 0.056046, 0.380006

1.120155, 0.685255, -0.275844, -0.109899

1.140286, 0.771656, -0.894999, -0.585421

1.160299, 0.845333, 0.542183, -0.176408

1.181161, 0.907909, 1.157308, 0.849746

1.200891, 0.952772, 1.262361, 1.209834

1.220252, 0.982583, 1.646575, 1.454468

1.240968, 0.998390, 1.185784, 1.416179

1.260697, 0.997742, 2.526398, 1.856091

1.281226, 0.980814, 1.978261, 2.252329

1.301077, 0.948943, -0.388154, 0.795054

1.320310, 0.903995, 1.711365, 0.661606

1.341354, 0.839740, 1.568555, 1.639960

1.360403, 0.768897, -2.238266, -0.334855

1.383208, 0.669715, -0.146710, -1.192488

1.400450, 0.585497, 1.651648, 0.752469

1.420480, 0.479107, 0.191627, 0.921638

1.440418, 0.365683, -0.176408, 0.007609

1.461199, 0.241389, -0.040821, -0.108615

1.480688, 0.121046, 0.989454, 0.474316

1.500835, -0.005248, 2.191438, 1.590446

1.520342, -0.127462, 0.639972, 1.415705

1.541386, -0.257113, -0.571724, 0.034124

1.560766, -0.372594, -0.938122, -0.754923

1.581596, -0.490517, -0.629380, -0.783751

1.600674, -0.591206, 0.470419, -0.079481

1.620354, -0.686167, -2.202837, -0.866209

1.641204, -0.775314, -3.601001, -2.901919

1.661994, -0.850975, 0.419108, -1.590946

1.680136, -0.905190, -0.167133, 0.125987

1.700973, -0.952927, -2.234182, -1.200658

1.721686, -0.984217, 0.382824, -0.925679

1.741043, -0.998417, 0.385853, 0.384338

1.760973, -0.997624, -0.822519, -0.218333

1.780495, -0.981699, -0.307530, -0.565024

1.800377, -0.950322, -0.677090, -0.492310

1.820936, -0.902306, -0.626534, -0.651812

1.840677, -0.842040, -1.222351, -0.924442

1.860437, -0.768761, -2.447193, -1.834772

1.881108, -0.679457, -1.575341, -2.011267

1.900716, -0.584138, -1.115653, -1.345497

1.920399, -0.479557, -0.210370, -0.663011

1.940799, -0.363452, 0.322118, 0.055874

1.960380, -0.246379, -1.867781, -0.772832

1.980130, -0.124523, 0.213151, -0.827315

2.000850, 0.005342, 3.796773, 2.004962

2.020207, 0.126623, 0.383153, 2.089963

2.041329, 0.256771, -1.224053, -0.420450

2.060401, 0.370467, 1.141129, -0.041462

2.081233, 0.488528, 0.636847, 0.888988

2.100821, 0.591949, 0.056542, 0.346694

2.120214, 0.685527, -0.278739, -0.111099

2.140544, 0.772688, -0.888808, -0.583774

2.161426, 0.849096, 0.630925, -0.128942

2.180484, 0.906117, 1.164740, 0.897833

2.200251, 0.951543, 1.242363, 1.203552

2.220591, 0.982976, 1.641591, 1.441977

2.240291, 0.998140, 1.178292, 1.409942

2.260716, 0.997734, 2.527912, 1.853102

2.281081, 0.980992, 1.998608, 2.263260

2.300725, 0.949639, -0.382770, 0.807919

2.324225, 0.893208, 2.235271, 0.926250

2.340133, 0.843881, 1.789584, 2.012428

2.361312, 0.765232, -2.322824, -0.266620

2.380237, 0.683463, -0.717379, -1.520102

2.401309, 0.581112, 1.639873, 0.461247

2.420320, 0.479991, 0.203211, 0.921542

2.443980, 0.344760, -0.127301, 0.037955

2.462599, 0.232841, -0.024371, -0.075836

2.480783, 0.120448, 0.998359, 0.486994

2.500424, -0.002662, 2.196485, 1.597422

2.521303, -0.133451, 0.541840, 1.369162

2.541356, -0.256936, -0.571258, -0.014709

2.561036, -0.374170, -0.944927, -0.758092

2.580200, -0.482854, -0.724010, -0.834469

2.601014, -0.592928, 0.464045, -0.129983

2.620892, -0.688624, -2.310031, -0.922993

2.640187, -0.771263, -3.717373, -3.013702

2.661721, -0.850072, 0.382426, -1.667474

2.680436, -0.905990, -0.215244, 0.083591

2.700432, -0.951891, -2.254525, -1.234884

2.720469, -0.982835, 0.238956, -1.007785

2.740719, -0.998300, 0.413813, 0.326384

2.760788, -0.997704, -0.822529, -0.204358

2.781227, -0.980813, -0.299026, -0.560777

2.800793, -0.949505, -0.687454, -0.493240

2.820959, -0.902245, -0.626233, -0.656843

2.840301, -0.843313, -1.193527, -0.909880

2.860872, -0.767008, -2.450666, -1.822096

2.880230, -0.683491, -1.624278, -2.037472

2.900189, -0.586824, -1.120009, -1.372144

2.921010, -0.476183, -0.161209, -0.640609

2.940965, -0.362480, 0.310078, 0.074435

2.960509, -0.245590, -1.876024, -0.782973

2.981598, -0.115363, 0.583427, -0.646299

3.000216, 0.001355, 3.800803, 2.192115

3.020599, 0.129069, 0.292009, 2.046406

3.040135, 0.249513, -1.333622, -0.520807

3.060813, 0.372867, 1.169023, -0.082299

3.080674, 0.485463, 0.674797, 0.921910

3.100813, 0.591911, 0.056517, 0.365657

3.120369, 0.686237, -0.286325, -0.114904

3.140334, 0.771848, -0.893885, -0.590105

